sample,fastq_1,fastq_2,marker,run
11240_HH_722_S1_S190,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S1_S190_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S1_S190_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S2_S194,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S2_S194_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S2_S194_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S3_S195,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S3_S195_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S3_S195_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S4_S196,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S4_S196_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S4_S196_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S5_S197,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S5_S197_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S5_S197_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S6_S198,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S6_S198_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S6_S198_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S7_S199,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S7_S199_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S7_S199_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S8_S200,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S8_S200_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S8_S200_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_S9_S201,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S9_S201_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_S9_S201_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_W1_S202,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_W1_S202_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_W1_S202_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_W2_S203,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_W2_S203_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_W2_S203_R2_cuta_noprim.fastq.gz,18S,run1
11240_HH_722_W3_S204,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_W3_S204_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HH_722_W3_S204_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR6_21_S10_S205,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S10_S205_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S10_S205_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR6_21_S11_S206,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S11_S206_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S11_S206_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR6_21_S12_S207,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S12_S207_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S12_S207_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR6_21_S9_S208,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S9_S208_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR6_21_S9_S208_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_1123_W1_S209,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_1123_W1_S209_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_1123_W1_S209_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_1123_W2_S210,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_1123_W2_S210_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_1123_W2_S210_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_1123_W3_S211,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_1123_W3_S211_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_1123_W3_S211_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S10_S213,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S10_S213_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S10_S213_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S11_S214,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S11_S214_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S11_S214_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S12_S215,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S12_S215_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S12_S215_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S1_S212,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S1_S212_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S1_S212_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S2_S216,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S2_S216_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S2_S216_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S3_S217,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S3_S217_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S3_S217_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S4_S218,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S4_S218_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S4_S218_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S5_S219,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S5_S219_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S5_S219_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S6_S220,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S6_S220_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S6_S220_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S7_S221,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S7_S221_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S7_S221_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S8_S222,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S8_S222_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S8_S222_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_S9_S223,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S9_S223_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_S9_S223_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_W1_S224,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_W1_S224_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_W1_S224_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_W2_S225,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_W2_S225_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_W2_S225_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_323_W3_S226,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_W3_S226_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_323_W3_S226_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S1_S227,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S1_S227_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S1_S227_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S2_S228,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S2_S228_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S2_S228_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S3_S229,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S3_S229_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S3_S229_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S4_S230,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S4_S230_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S4_S230_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S5_S231,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S5_S231_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S5_S231_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S6_S232,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S6_S232_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S6_S232_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S7_S233,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S7_S233_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S7_S233_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_621_S8_S234,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S8_S234_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_621_S8_S234_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_721_W1_S235,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_721_W1_S235_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_721_W1_S235_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_721_W2_S236,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_721_W2_S236_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_721_W2_S236_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_721_W3_S237,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_721_W3_S237_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_721_W3_S237_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S10_S239,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S10_S239_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S10_S239_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S11_S240,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S11_S240_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S11_S240_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S12_S241,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S12_S241_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S12_S241_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S1_S238,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S1_S238_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S1_S238_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S2_S242,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S2_S242_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S2_S242_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S3_S243,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S3_S243_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S3_S243_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S4_S244,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S4_S244_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S4_S244_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S5_S245,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S5_S245_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S5_S245_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S6_S246,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S6_S246_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S6_S246_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S7_S247,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S7_S247_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S7_S247_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S8_S248,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S8_S248_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S8_S248_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_S9_S249,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S9_S249_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_S9_S249_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_W1_S250,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_W1_S250_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_W1_S250_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_W2_S251,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_W2_S251_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_W2_S251_R2_cuta_noprim.fastq.gz,18S,run1
11240_HR_722_W3_S252,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_W3_S252_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_HR_722_W3_S252_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S10_S254,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S10_S254_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S10_S254_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S11_S255,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S11_S255_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S11_S255_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S12_S256,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S12_S256_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S12_S256_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S1_S253,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S1_S253_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S1_S253_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S2_S257,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S2_S257_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S2_S257_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S3_S258,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S3_S258_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S3_S258_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S4_S259,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S4_S259_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S4_S259_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S5_S260,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S5_S260_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S5_S260_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S6_S261,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S6_S261_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S6_S261_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S7_S262,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S7_S262_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S7_S262_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S8_S263,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S8_S263_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S8_S263_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_S9_S264,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S9_S264_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_S9_S264_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_W1_S265,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_W1_S265_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_W1_S265_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_W2_S266,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_W2_S266_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_W2_S266_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_1121_W3_S267,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_W3_S267_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_1121_W3_S267_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S10_S269,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S10_S269_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S10_S269_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S11_S270,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S11_S270_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S11_S270_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S12_S271,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S12_S271_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S12_S271_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S1_S268,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S1_S268_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S1_S268_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S2_S272,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S2_S272_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S2_S272_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S3_S273,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S3_S273_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S3_S273_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S4_S274,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S4_S274_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S4_S274_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S5_S275,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S5_S275_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S5_S275_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S6_S276,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S6_S276_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S6_S276_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S7_S277,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S7_S277_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S7_S277_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S8_S278,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S8_S278_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S8_S278_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_S9_S279,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S9_S279_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_S9_S279_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_W1_S280,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_W1_S280_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_W1_S280_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_323_W2_S281,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_W2_S281_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_323_W2_S281_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_621_S1_S282,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S1_S282_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S1_S282_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_621_S2_S283,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S2_S283_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S2_S283_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_621_S3_S284,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S3_S284_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S3_S284_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_621_S4_S285,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S4_S285_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S4_S285_R2_cuta_noprim.fastq.gz,18S,run1
11240_LC_621_S5_S286,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S5_S286_R1_cuta_noprim.fastq.gz,/hdd0/laucoo/fastq/18S/V0347/18S/15_no_primers/11240_LC_621_S5_S286_R2_cuta_noprim.fastq.gz,18S,run1
